title,status,image,chCount,vCount,rating,synopsis,genre
Kuro Ihon,Finished,https://media.kitsu.io/manga/poster_images/37022/large.jpg?1454141816,8,1,69.87,Seven stories adapted from the horror of Hokazono Masaya.,['horror']
Kami nomi zo Shiru Sekai: On the Train+Pilot Films,Finished,https://media.kitsu.io/manga/poster_images/27001/large.jpg?1577367790,16,1,69.87,"The published book containing the serialized 4komas during the Kintetsu campaign, plus other oneshot works.

Chapter 1. Kami nomi zo Shiru Sekai: On the Train
Chapter 2. Hiseki no Kaitou Albatross,
Chapter 3. Koishite!? Kamisama!! (Make Love?! God!!)
Chapter 4. Yougashiten Galaxy (Western Sweet Shop Galaxy)","['comedy', 'sci-fi', 'school', 'fantasy', 'romance']"
Akudama,Finished,https://media.kitsu.io/manga/poster_images/13255/large.jpg?1434278423,5,1,69.87,"1-3. Akudama
4-5. Nonfiction","['shounen-ai', 'yaoi', 'drama']"
Appare Jipangu!,Finished,https://media.kitsu.io/manga/poster_images/2533/large.jpg?1434254770,10,3,69.86,"Yusura is a ‘Hikeshi-ya’, a ‘Sadness Fighter’. She carries a staff called Kongomaru that can absorb people’s sadness and turn blue, then turn the sadness into energy. Using Kongomaru, she helps to solve people’s problems (for a small fee, of course), accompanied by her sidekick Minekichi, a young man named Samon, and a ninja, Kazenosuke—and all the while she tries to find clues to the whereabouts of her real parents.","['comedy', 'historical', 'fantasy', 'shoujo-ai', 'drama', 'romance', 'adventure']"
Love Survival,Finished,https://media.kitsu.io/manga/poster_images/23849/large.jpg?1434301535,5,1,69.86,"Seri-chan has been in love with her childhood friend, Kou, forever. However, he only has eyes for Seri's sadistic older sister, Nana. The only one Seri can talk to about her unrequited love is her classmate, Ikushi. However, when he meets Nana, he falls for her too! Poor Seri...",['romance']
Koi to wa Baka de Aru Koto da,Finished,https://media.kitsu.io/manga/poster_images/33360/large.jpg?1434321997,6,1,69.86,"1-2. Koi to wa Baka de Aru Koto da
3-4. Sotozura dake wa Ouji-sama
5-6. Nakenai Usotsuki","['school', 'yaoi', 'romance']"
Clamp Gakuen Tanteidan,Finished,https://media.kitsu.io/manga/poster_images/325/large.jpg?1434250078,12,3,69.86,"Akira, Nokoru, and Suoh are the student council heads in the Elementary department of the CLAMP university. After one encounter with a damsel in distress, Nokoru turns the group into a group of sleuths out to make the world safe for everyone of the female sex. 
(Source: ANN)","['comedy', 'mystery', 'shoujo-ai']"
Badminton Girl,Finished,https://media.kitsu.io/manga/poster_images/17296/large.jpg?1434287375,7,2,69.85,"Asahi is a 7th grade student who's very bad at sports. She joined the volleyball club when she entered junior high school, only to quit it one month later because she couldn't keep up with practice. Feeling discouraged from all kinds of sports, Asahi was reluctant when her friend asked her to play a double badminton match to substitute for a member who couldn't play. Surprisingly, Asahi found out that she has talent for badminton...
(Source: Divine Sanctuary)
Included one-shot: Hyakunen Ningyou (The Hundred Year Old Doll).","['sports', 'shoujo-ai']"
Isekai no Meikyuu Toshi de Chiyu Mahoutsukai Yattemasu,Ongoing,https://media.kitsu.io/manga/poster_images/54007/large.jpg?1597330102,,,69.84,"Satou Shiki, a Japanese present-day university student, is suddenly attacked one day by a slasher. When he open his eyes, he finds he has been transported to another world's labyrinth city. In that another world, he who was awakened to healing magic can do a lot of 'things'.

(Source: MU)",['none']
Hatsumei Princess,Finished,https://media.kitsu.io/manga/poster_images/8735/large.jpg?1549849596,12,3,69.84,"Super genius inventor Shizuka, also known as the walking National Treasure, fell in love at first sight with Hajime-kun when she was 10 years old. She hasn't stopped pursuing him for 6 years! Every day, she worked hard to invent something that will get Hajime-kun to fall in love with her. Then, she created a love potion. However, Shizuka mistakenly drinks the potion, and falls in love at first sight with another man!! Is this what they call divine retribution? (Source: Manga Abyss)","['comedy', 'shoujo-ai', 'romance']"
Ragnarok,Finished,https://media.kitsu.io/manga/poster_images/2913/large.jpg?1434255551,21,3,69.84,"In the late-medieval land of Barnard, between the mountains and sea, the peaceful lifestyle of the people has been shattered by fear. Monsters known as the Dark Ones roam the land, killing indiscriminately. The townsfolk fear to venture out from their homes, and travel from town to town has become a risk to life and limb. To protect the people from this terror, several guilds have sprung up, including the Guild of Assassins and the Guild of Mercenaries. To go out into the world, or travel across the wilderness, hired mercenaries are essential.
One man has built a reputation as an especially fierce monster-killer ‹ a man known as Leroy Schwartz. A former high-ranking member of the Guild of Mercenaries, Leroy has struck out on his own. Many try to hire him for his superior skills, but Leroy has his own agenda. He has a mission to accomplish, a vow to fulfill. This vow is known only to himself, and his one companion: his sentient long-sword Ragnarok.
(Source: ANN)","['sports', 'fantasy', 'action']"
Water.,Finished,https://media.kitsu.io/manga/poster_images/7967/large.jpg?1434266586,19,1,69.83,"Collection of short stories.
1. Color Color
Story about two girls who question if it's right to be together.
2. Heartless Bitch
Two girls are talking about one of them playing with a younger man.
3. Ikazu Onna (Cool Lady)
A man sets out to search the identity of a kinky dream woman from a drawing he drew of her.
4. Kisses
Story about a young woman who leaves her boyfriend and moves to her best friend apartment not knowing that her friend loves her.
5. Painful Love
A girl, who has just broken up with her boyfriend, is thinking about him.
Painful Love and Heartless Bitch are also featured in Secret Comic Japan.","['shoujo-ai', 'slice-of-life', 'drama', 'cars']"
Kimi to Date,Finished,https://media.kitsu.io/manga/poster_images/7734/large.jpg?1434266093,1,0,69.83,Tsuge Kazuma is arguably having the worst moment of his life. A chance meeting with the ever timid Nagano leads Tsuge to rely on a his kindness.,['yaoi']
Kiyomizu Iroha wa Koi wo Shiranai,Finished,https://media.kitsu.io/manga/poster_images/8000/large.jpg?1434266657,1,0,69.83,"For a little while, Kiyomizu Iroha and her best friend were met with joy as they ended up in the same class. But then, every day she starts feeling left out after her best friend got a boyfriend. Would Iroha do the same.
(Source: MU)","['thriller', 'school', 'slice-of-life', 'romance']"
Doubt,Finished,https://media.kitsu.io/manga/poster_images/11058/large.jpg?1457760323,21,4,69.83,"There's a game going around Japan called 'Rabbit Doubt'. The premise of the game is that all of the players are rabbits in a colony, and one amongst them is randomly chosen to be a wolf that infiltrated the group of rabbits. Every round, the wolf kills off a rabbit, and every round, the group tries to figure out which of the rabbits is actually a wolf in disguise. Sometimes the kids who play this game decide to meet up in person, and Yuu, Mitsuki, Rei, Hajime, Eiji, and Haruka have done just that. Unfortunately, one of them has decided to take on the mantle of the wolf and has already killed once. Who is the wolf, and can they be stopped before everyone meets a very unpleasant end?

(Source: MU)

Note: Chapter count includes a special chapter.","['mystery', 'psychological', 'thriller']"
Shinpu-sama no Vampire,Finished,https://media.kitsu.io/manga/poster_images/36772/large.jpg?1450969828,13,2,69.83,"Claude, a vampire who just arrived in town seeking fresh blood, meets a handsome man, Father Ruslan. However, while he was thinking about making him his dinner, he's the one who gets eaten!

He also ends up with a seal on his arm, putting him in a state of absolute submission. In the end, Claude becomes the one getting gently nibbled on by Ruslan's pet lycanthrope and by Imp the imp, among others!!

(Source: Ikemen Scans)","['supernatural', 'vampire', 'yaoi']"
Re:Birth - The Lunatic Taker,Finished,https://media.kitsu.io/manga/poster_images/6606/large.jpg?1434263583,29,7,69.82,"In the hometown of high school student Tachibana Reiji there has been an unusual string of suicides lately. Some people believe that this string of suicides might have something to do with the urban myth of ""death accessories"", which are magical objects that cause people to die soon after they pick them up.
Reiji, who lives alone with his adoring older sister Ayaka, doesn't believe this kind of nonsense, so he has no problem picking up a strange bracelet he finds on the street. Almost immediately, he finds himself forced to form a ""contract"" with his new bracelet. Now, in order to remain alive, Reiji must use the power of his bracelet to fight and kill others like him! His only ally in this new life is his sister Ayaka, who is determined to protect her little brother at any cost!
(Source: MangaHelpers)","['supernatural', 'thriller', 'drama', 'action']"
Isekai Nonbiri Nouka,Ongoing,https://media.kitsu.io/manga/poster_images/40268/large.jpg?1509141406,,,69.81,"Having died of sickness at the age of 39, Machio Hiraku is given the opportunity to go to another world. When asked what his wish is by God intending to give him strength, he requests to have a healthy body, offered a second wish, he chooses to live peacefully, a third wish to be able to know the local language, and for a final wish, to be able to be a farmer. 
","['fantasy', 'slice-of-life']"
Koibito wa 16-sai,Finished,https://media.kitsu.io/manga/poster_images/15627/large.jpg?1434283686,5,1,69.81,"Sawaguchi Ruka, is 20 years old and is a 2nd year at a techinical school. During high school she was hurt by ""her first love"" and after that she has not been able to start a new romantic relationship. At that time, by accident she met a ""Soushirou"" a guy that was trying to pick her up—at the beginning she thought that he was irritating but, her ""pain"" disappeared and she started feeling excited and without knowing it, it turned into love. But, there was one thing she didn’t know. You’re ""16"" years old.
(Source: Chibi Manga)
Included one-shots: K no Ouji-sama; Osawagase na Kanojo","['shoujo-ai', 'romance']"
Kumabachi no Koto,Finished,https://media.kitsu.io/manga/poster_images/8035/large.jpg?1434266738,1,0,69.81,"A girl, a bee, and a man... and a little bit of everyday magic.","['thriller', 'fantasy']"
Amai Kaori ga Surun desu,Finished,https://media.kitsu.io/manga/poster_images/8845/large.jpg?1434268511,1,0,69.8,Two friends are love each other.,['shounen-ai']
17-sai.,Finished,https://media.kitsu.io/manga/poster_images/17744/large.jpg?1579917989,35,4,69.8,"This is the story of a terrible crime committed against a 17-old-girl, committed, in part, by 17-year-old boys. Why did such a thing happen? Why was no one able to prevent it?
In the beginning, high school boys Hiroki and his friend Takashi are rescued from bullying by a notorious gangster, Miyamoto. At first, they are thrilled to be under his protection, and cheerfully run off anyone who threatens them with the mere mention of Miyamoto's name. Soon, they learn that there is a lot more to being in Miyamoto's gang than just being protected. In return, they're expected to offer loyalty and obedience, or face possibly deadly consequences. This becomes harder as the violence and the crimes they find themselves committing begins to escalate.
One night, they kidnap a high school girl, Sachiko. Now Hiroki has two battles to face. Internally, he faces the dissonance between his sense of self-preservation and his conscience. Externally, Sachiko's twin sister Miki, who goes to Hiroki's high school, her parents and the police are searching for the missing girl. Will Sachiko ever return home? What kind of person--or monster--will Hiroki become? 
(Source: MangaHelpers)","['thriller', 'drama']"
Aoki Umi no Toraware Hime,Finished,https://media.kitsu.io/manga/poster_images/18954/large.jpg?1434291143,12,2,69.79,"In the only neutral country surrounded by many other countries, Kourozen, also known as God's country the princess, Matsurika, is troubled by a proposal from Prince Orland of Cantabria, a major power. One night, Matsurika is suddenly kidnapped by an intruder and brought to the open sea. The man, Raju, who calls himself a pirate, says he will sacrifice Matsurika on the legendary altar, to attain his wish---
The princess of God's country, the pirate surrounded by mystery.  A pirate tale about an ancient lore and the legendary altar. Let the battle begin!!!
(Source: Forbidden Garden)","['romance', 'adventure']"
Kohitsuji Project,Finished,https://media.kitsu.io/manga/poster_images/2150/large.jpg?1434253924,7,2,69.79,"Kohitsuji Project is about a boy being accepted into a prestigeous school not knowing he is the ""sheep"" that is meant to let the vampires learn that humans are not to be treated like food!
(Source: Fanwords)","['supernatural', 'school', 'vampire', 'yaoi']"
Tengen Toppa Gurren Lagann: Gurren Gakuen-hen,Finished,https://media.kitsu.io/manga/poster_images/19308/large.jpg?1434291910,6,1,69.78,"Tengen Toppa Gurren Lagann: Gurren Gakuen-Hen (Gurren School Edition) will feature the cast of Gainax's robot mecha anime in a school in a parallel world in multidimensional space. As the character Kamina puts it, the cast will ""enjoy school life"" and ""sweat under the glittering sun.""
(Source: ANN)","['comedy', 'school']"
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,Finished,https://media.kitsu.io/manga/poster_images/750/large.jpg?1434250928,75,0,69.78,"The story is about the Himenokouji twins named Akito and Akiko who got separated due to certain circumstances and after years of living apart they suddenly began to live under the same roof once again. Things were fine at first until Akiko began expressing her love for her older brother. Now Akiko must fight to defend her extraordinary love for her Onii-chan as she battles against all odds and three other girls who are after her beloved Onii-chan.
(Source: Angry Fox Scans)","['comedy', 'thriller', 'school', 'harem', 'romance', 'ecchi']"
Shinju no Kusari,Finished,https://media.kitsu.io/manga/poster_images/2048/large.jpg?1434253719,9,2,69.77,"The beautiful, genuine pearls we lust after belong in a chain... because that is how they bind our hearts. Hisa, the newest manager of her high school's soccer club, has a secret: a part-time job. If anyone knew, she would either have to quit the job she needs to survive or the sport that she loves. Sakyou, one of the team's most talented and anti-social members, finds out about Hisa's secret... so it's a good thing for Hisa that the handsome and high-handed Sakyou wants to keep her close to him! Or is it? (Source: ShoujoMagic) 
Side Stories:
The Fruit Called Grapefruit
Unconditional Love Method
The Rumored Natori-kun","['sports', 'shoujo-ai', 'drama', 'romance']"
Inaba Rabbits,Finished,https://media.kitsu.io/manga/poster_images/13694/large.jpg?1551008451,10,2,69.77,"Love Hina, except: During highschool. At a shrine. Owned by the grandfather. With somewhat better art. And all the girls wear bunny suits.
(Source: MU)","['comedy', 'sports', 'harem', 'romance', 'ecchi']"
Hello Baby,Finished,https://media.kitsu.io/manga/poster_images/6681/large.jpg?1434263768,1,0,69.76,"This is a one-shot collaboration work by two long-time friends and mangaka. The story is about Kinya, who is on the run from the Japanese mafia, after a failed murder attempt on the yakuza boss. Together with him are his brother, Takuzou and his girlfriend, Aya. But, things are not as simple when they have some… extra baggage along.
(Source: MangaHelpers)","['drama', 'action', 'tragedy']"
Gamble Fish,Finished,https://media.kitsu.io/manga/poster_images/376/large.jpg?1434250182,167,19,69.76,"The story is set at Shishidou, a school attended by rich and elite people. Tom Shirasagi, a gambler, is a mysterious new transfer student who has come from a public school (instead of a prestigious private one) and faces the elitist environment. There, he declares a challenge toward any student and claims he will bring to the ruin the whole school through a series of gambling matches. Nobody knows why he has come to that school or what the real motivations behind his actions are.
During any match, Tom shows off all of his unique coolness and ability.
He employs a wide range of tricks, both psychological and physical, to ensure his victory. In any game, you will constantly ask how he's planning to win, why he's really doing certain things, and what's really going on. At the end of the matches, the tricks are revealed, and they all work in real life, even if they do require one to be highly skilled or lucky in order to perform them.
The story centers around the various matches he undertakes and the interactions between the various characters, like Mika Shishidou, the beautiful granddaughter of the school headmaster, who is highly intelligent but contemptuous and superb, or Abidani, the vampiric looking dorm superintendent and main villain (for now) in the series, who has a sadistic personality and whose goal is to make Tom leave his school (or to get him killed).
As the story unfolds, more about Tom's past is revealed, leading to unpredictable turns of events. 
(Source: MU)","['mystery', 'sports', 'psychological', 'school', 'harem', 'game', 'ecchi']"
Tesoro - Ono Natsume Shoki Tanpenshuu,Finished,https://media.kitsu.io/manga/poster_images/18875/large.jpg?1434290969,15,1,69.76,"A collection of early short pieces by Natsume Ono accompanied by an illustration gallery. Many of these short stories were first published as dōjinshi or on Ono's website, and IKKI Comix has collected them together here along with a few stand-alone pieces published in its own magazine.","['thriller', 'slice-of-life', 'drama']"
King of Apocalypse,Ongoing,https://media.kitsu.io/manga/poster_images/54602/large.jpg?1557511939,,,69.75,"Qin Yu was killed a few hundred years into the future during the apocalypse due to a misjudgment. He then traveled back in time before the apocalypse kick off, relying on his battle hardened apocalypse experience and techniques, Qin Yu rapidly developed into a formidable opponent, passing through hurdles, saving the world all while protecting his beloved sister.

(Source:MU)",['none']
Hajimete no Gal,Ongoing,https://media.kitsu.io/manga/poster_images/37818/large.jpg?1465535183,,0,69.75,"When Jun’ichi Hashiba is forced by his friends to ask out one of the school’s gyaru, a girl named Yame Yukane, all in the hopes of losing his virginity, she surprisingly accepts! So how will these two interact when their personalities couldn’t be more opposite and what will Juni’ichi do when Yame appears to take their relationship more seriously than he originally planned?

(Source: MU)","['comedy', 'school', 'romance', 'ecchi']"
NASA,Finished,https://media.kitsu.io/manga/poster_images/15584/large.jpg?1434283591,12,1,69.75,"A collection of 12 short stories published in one volume by Shogakukan in 1988. A fantasy about a middle-aged office worker who trains every day in order to become Japan's first astronaut. This work also includes earlier short stories, such as Beta!!.
(Source: Wikipedia)","['sci-fi', 'thriller']"
Lust Geass,Ongoing,https://media.kitsu.io/manga/poster_images/54680/large.jpg?1558090908,,,69.75,"Takatsuki Souta is in love with his childhood friend Amanome Rikka but he has a problem; because of their parents' upbringing, their relationship is viewed more like siblings. So whats going to happen when he obtains the power of ""Geass"" through a mysterious book which awakens sexual desires in the people around him?(Source: MU)",['none']
Loved Circus,Finished,https://media.kitsu.io/manga/poster_images/38010/large.jpg?1469089963,6,1,69.75,"Plain, ordinary salaryman Kei has thrown everything away for a sex worker he's fallen in love with. Trying to help her get out of debt, he's made some bad investments. In despair over his own failings, he attempts suicide and nearly dies. When he next opens his eyes, he finds himself inside a sex establishment catering to gays—Circus. At Circus, four men live and work together while each of them searches for love and a way to live... ""My heart depends on goodness, wherever it may come from.""

(Source: Must be Endless)","['comedy', 'yaoi', 'slice-of-life', 'drama', 'romance']"
Oogiri,Finished,https://media.kitsu.io/manga/poster_images/35838/large.jpg?1434327338,9,1,69.74,"1. Musume-iri Hako (Girl in a Box) [Akatsuki Akira]
2. RKD-EK9 [Obata Takeshi]
3. ""Nani made nara Koroseru?"" (""What Can You Kill?"") [Ikeda Akihisa]
4. Hanger Strike! [Fukushima Teppei]
5. Koi Aru Douguya [Yamakawa Aiji]
6. Off-side wo Oshiete [Nakayama Atsushi]
7. Doushitemo Kanaetai Tatta Hitotsu no Negai to Wari to Sou demo Nai 99 no Negai [Nakamura Hikaru]
8. Bokura wa Zatsu ni wa Manabanai [Kawashita Mizuki]
9. Tomodachi Inai Doumei [Kindaichi Renjuurou]","['comedy', 'sports', 'martial-arts']"
Aishuu,Finished,https://media.kitsu.io/manga/poster_images/19582/large.jpg?1434292487,7,1,69.74,"College student Haneji Kaoru is surprised when popular actor Aragaki Jin appears in his workplace. They were high school friends, but unable to cope with his deepening feelings for the playboy, Haneji cut all ties after graduation. But now that Aragaki has found him, he has no intention of letting Haneji go... 
(Source: MU)","['yaoi', 'drama']"
Siscon Ani to Brocon Imouto ga Shoujiki ni Nattara,Finished,https://media.kitsu.io/manga/poster_images/40509/large.jpg?1597699498,48,4,69.74,"Even in high school, Ritsu and Uta really get along. Suddenly, they have to pretend to be lovers!? The real brother-sister exciting love comedy starts!!

(Source: Batoto)",['none']
Kigeki wa Koi de Shinka Suru,Ongoing,https://media.kitsu.io/manga/poster_images/2748/large.jpg?1434255197,5,1,69.73,"Hane Hajime, who spends his life lazing around and being dependent on others, is twenty-two years old. One day, having lost his way, he wakes up in a blood-stained bed, with the lower half of his body in full view and his rear end stinging-not surprisingly because he’s serviced a pair of twins! The curtain rises on completely innocent Hane’s new lifestyle as it starts to head for trouble. While he’s taken aback by unique adults, he finds kindness...or perhaps it’s love. Everyone’s gradual growth is portrayed in a comical fashion, forms both erotic and cute.
This is Aniya Yuiji’s very first comic.
(Source: Nakama)","['comedy', 'yaoi']"
1.8m² no Himegoto,Finished,https://media.kitsu.io/manga/poster_images/20478/large.jpg?1434294408,4,1,69.72,"A girl who sneaked into her boyfriend's closet. Later, as she heard the conversation between her lover and his best friend, she started to think which one she loved more, her current lover or his best friend. 
(Source: B-U)",['shoujo-ai']
Moujuusei Shounen Shoujo,Finished,https://media.kitsu.io/manga/poster_images/38181/large.jpg?1473343720,20,3,69.72,"High school student Usami Touru bumped into his classmate Ayabe Reri, one day while taking a stroll. Ayabe is like an idol in their school, but she is a usually a quiet and honest beautiful teenage girl. But by chance that night, Touru caught a glimpse of her skipping on top of a rail. The next day, Touru was asked by Ayabe to keep what he saw a secret. How will the relationship of such an unlikely couple play out?

(Source: MU, edited)","['comedy', 'school', 'romance', 'ecchi']"
Cerberus,Finished,https://media.kitsu.io/manga/poster_images/8920/large.jpg?1434268676,87,10,69.71,"Kei often gets involved in fights, despite of him being weak and always end up losing… One day, while helping a friend to bring some textbooks to an old building of his school, he and his childhood friend, Tomoe, are attacked by a monster. In order to save his friend, Kei will choose to become a Grave Protector!
Note: Cerberus in ancient Greek mythology was a hell hound that guarded the gates of the Underworld preventing those who have crossed the river Styx from ever escaping.
(Source: Easy Going Scans)","['supernatural', 'sports', 'action']"
Kono Yo no Owari e no Tabi,Finished,https://media.kitsu.io/manga/poster_images/18288/large.jpg?1434289635,11,1,69.7,"A man sets out on a journey to go away from his repetitive and boring life. He finds unbelievable things, terrible things.
Note: This manga contains cannibalism.
(Source: M-U)","['psychological', 'fantasy', 'drama']"
Nyotai-ka.,Finished,https://media.kitsu.io/manga/poster_images/8359/large.jpg?1451184054,60,5,69.7,"Manaka Makoto, 24 years old and a salaryman without a girlfriend, wakes up one morning suddenly changed into a female, and a knockout at that who attracts just about everyone of the opposite sex. And when he learns through a magical being that the only way he’s going to become male again is by getting aroused (as a woman) he tries to find a way back without any success. But when success finally comes and he switches back, he discovers that he will switch back and forth ANY time he gets close to someone sexually, and there are exceptions…

(Source: Animeraider)","['comedy', 'thriller', 'gender-bender', 'romance', 'ecchi']"
Silent Kiss,Finished,https://media.kitsu.io/manga/poster_images/25679/large.jpg?1434305443,8,0,69.7,"On the first day of high school, Haruka meets the boy of her dreams but, he was the kind of guy who wouldn't allow anyone to get close. The distance between them does not shrink, even though she wants to get close to him. As a matter of fact, he has a secret that he can't tell to anybody...!?

Very Painful Dramatic Love Story!!

(Source: MU)","['school', 'drama', 'romance']"
Fuan no Tane,Finished,https://media.kitsu.io/manga/poster_images/7066/large.jpg?1434264614,72,3,69.69,"It's a collection of very short and mostly atmospheric stories dealing with urban legends, ghosts and superstitions all organized around a specific theme (School, Visitors etc.).Some are just two pages long.","['supernatural', 'thriller', 'horror']"
Ijimekko,Finished,https://media.kitsu.io/manga/poster_images/3258/large.jpg?1434256312,1,0,69.69,"This is a story about a girl who is in love with another girl who constantly bullies her.
(Source: BakaBT)","['comedy', 'shoujo-ai', 'romance']"
Magetsukan Kitan,Finished,https://media.kitsu.io/manga/poster_images/24625/large.jpg?1434303165,47,5,69.69,"A new university graduate ventures into the city seeking housing and job. With his low budget, he found a ridiculously cheap place at only 9800 yen a month. After meeting the beautiful and young landlady, he immediately took the offer without further consideration. Unfortunately for him, it seems the mansion is truly a place for vampires, zombies, snow ladies werewolves, etc.
Welcome to Magetsukan Kitan, a semi-harem romance comedy with heavy ecchi that borders on hentai.","['comedy', 'supernatural', 'harem', 'horror', 'romance', 'ecchi']"
Family Simulation!!,Finished,https://media.kitsu.io/manga/poster_images/48350/large.jpg?1533496391,7,1,69.69,"1-3, 7. Family Simulation!!
4-6. Micro Tan'i de Kimi ga Suki!!

","['kids', 'yaoi', 'slice-of-life']"
Love Kids!!,Finished,https://media.kitsu.io/manga/poster_images/6383/large.jpg?1434263071,6,1,69.68,"A sequel to Koishite Daddy that revolves around Satou's son, Rintarou, and his relationship with Kyo.",['yaoi']
Mahoutsukai (♂) to Deshi (♀) no Futekisetsu na Kankei,Finished,https://media.kitsu.io/manga/poster_images/24591/large.jpg?1434303095,22,4,69.68,"Hard working, level 1 magician Konoha is apprenticed to lazy Knight Protector Saionji Ikumaru. They both work to keep the ether world sealed away from their own but sometimes the seal doesn't work. Dragons, demons and now Ishtar, the goddess of Venus. Will Ishtar help Konoha win her master's affections? Or will she take him for herself? 
(Source: MU)","['magic', 'supernatural', 'school', 'demons', 'fantasy', 'romance', 'action', 'ecchi']"
Iron Knight,Finished,https://media.kitsu.io/manga/poster_images/25272/large.jpg?1434304568,17,3,69.67,"There's nothing. There's no one. There's a boy...

Teppei was just a normal, good-hearted kid who loved and idolized his father, a policeman, and aspired to become like him. He had friends at school, even a girl he liked. However, all this was thrown away on the day the world changed forever.

On that day, several people, mostly criminals and scum, inexpicably transformed in monsters; demons, and proceeded to lay waste to human civilization. Entire towns were razed to the ground, incountable innocent lives lost. Unable to find his father or his friends, Teppei almost falls do desperation when he discovers that he's also one of the newly-awakened demons. But in his darkest hour, the sight of his friends' plight of hope make him remember who he is, and what he strives for.

Teppei will not become a monster, nor a demon. He won't prey on the weak. He will instead prey on the other monsters, and protect the weak and innocent from them. He will become a knight that will protect everyone!

Included one-shot;
Volume 1: Iron Curtain","['supernatural', 'fantasy', 'action']"
"Asa mo, Hiru mo, Yoru mo.",Finished,https://media.kitsu.io/manga/poster_images/8208/large.jpg?1434267120,11,2,69.67,"Shinobu is a typical high school girl...with an atypical hatred of boys. Long ago, she was horribly abused by one and hasn't been able to tolerate being near them since. Now Yokomizo has appeared before her--a boy who looks exactly like the one who tormented her in the past. He's the last guy she wants to have around, but then he confesses his love to her!? (Source: ShoujoMagic)","['school', 'shoujo-ai', 'drama', 'romance']"
Watashi Ni Nita Dare Ka,tba,https://media.kitsu.io/manga/poster_images/4528/large.jpg?1434259064,1,0,69.67,"When Yoshihiko becomes Host Yoshi his whole personality changes. Nakane likes Yoshi, but can he love Yoshihiko?
(Source: MU)",['yaoi']
Harawatagatari,Finished,https://media.kitsu.io/manga/poster_images/25331/large.jpg?1434304692,3,1,69.66,"A continuation of the story from ""Escape from High-school Girls.""

The schoolgirl zombies discuss their daily lives.

(Source: MU)","['comedy', 'doujinshi', 'horror']"
Onihime VS,Finished,https://media.kitsu.io/manga/poster_images/19244/large.jpg?1434291779,27,4,69.65,"Weak, bullied and pessimistic about life, that's Setsuna Kashiwagi. On the verge of jumping off a bridge, a mysterious man appears behind him and offers the contract ""10 million yen in exchange for your life in a year."" Skeptical at first, he accepts. Waking up the next morning, thinking it was an dream, he notices 2 beautiful women sitting beside him, they are Kanna and Rena Kurohime, demon princesses here to claim his heart in a year.","['comedy', 'supernatural', 'thriller', 'school', 'harem', 'romance', 'action', 'ecchi']"
Hyouryuu Net Cafe,Finished,https://media.kitsu.io/manga/poster_images/21956/large.jpg?1434297550,63,7,69.65,"The newest work from popular artist Shuzo Oshimi serialized in Manga Action is written in a style that brings out the unique traits of both eroticism and pure love. The main character, 29 year old Kouichi Toki, runs into his first love again after stopping inside a net cafe. Just as the two are rejoicing over their reunion, the city outside their net cafe disappears! They are stuck together with an assortment of people that have nothing in common, a band of geeks, gangsters, spoiled kids, ganguro girls, and salarymen. A dynamic love story blooming in a world cut off from reality.
(Source: Jmanga)","['sci-fi', 'mystery', 'romance', 'action']"
Pumpkin Night,Ongoing,https://media.kitsu.io/manga/poster_images/41111/large.jpg?1530384998,,,69.64,"A deformed female human go out with a pumpkin on her head to kill all who bullied her in the past.

(Source: MU)","['psychological', 'horror']"
Love Round!!,Finished,https://media.kitsu.io/manga/poster_images/4401/large.jpg?1434258791,6,1,69.64,"A first-year high school student, Kaoru Komatsuna, has an inferiority complex because of his feminine face and cute name. A senior student, Junya Kubo, picks up his dropped notebook. But Komatsuna gets angry and knocks down Kubo because Kubo reads his name on the notebook and says that it's strange. But Kubo is an ace of boxing club, so he desperately tries to recruit Komatsuna who laid him flat. Komatsuna finds himself loving Kubo cause he never gives up, even though Komatsuna is resisting.
(from B-U)","['sports', 'yaoi']"
Teirui Makura,Finished,https://media.kitsu.io/manga/poster_images/7166/large.jpg?1434264827,6,1,69.64,"Popular honor student little brother, Yuua, and his kind older brother, Seigo. One step ahead in the puberty department, Seigo tries to put a little distance between him and his cute little brother. However, the innocent little brother is to blame with his defenseless skinship. Finally, Seigo's lust consumes him and he can't endure anymore. Once Yuua accepted that idea, his desire to be attached to his brother grew stronger every day. From ""Teirui Makura."" To taste the forbidden fruit, a collection of love songs.
1. Teirui Makura
The story of brotherly love between Yuua and Seigo.
2. Finger Biting
3. The Moon's Colorful Person
4. Choroize Jigoku
A constant failure at job interviews thanks to his scary expression, Danda's employment agent sends him on a rather unusual assignment.
5. Loup-Garou Gokou extra
A short extra to Loup-Garou Gokou, chapter 9 in Hide and Seek.
6. Natsu ni Shini Yuku Monogatari (Dangerous Symphony)
Rock and Homero live in a world, where all kinds of laws restrict people and you can get arrested for the simplest things. Naturally, being love with another man is frowned upon.
(Source: MU)",['yaoi']
World End Garden,Finished,https://media.kitsu.io/manga/poster_images/18163/large.jpg?1434289337,1,0,69.64,"In a world of never ending winter, orphaned and banished Tete finds herself in the company of the very winter monster who killed her parents and who continues to ravage the land. It's a beautiful and bittersweet story of hope and redemption.
Source: mangaupdates",['romance']
