title,status,image,chCount,vCount,rating,userCount,synopsis,genre
Servamp,ongoing,https://media.kitsu.io/manga/poster_images/23704/large.jpg?1436793885,,0,80.22,1398,"When a stray black cat named Kuro crosses Mahiru Shirota’s path, the high school freshman’s life will never be the same again. Kuro is, in fact, no ordinary feline, but a servamp: a servant vampire. While Mahiru’s personal philosophy is one of non-intervention, he soon becomes embroiled in an ancient, altogether surreal conflict between vampires and humans.

(Source: Seven Seas)","['comedy', 'supernatural', 'vampire', 'drama', 'action']"
,,,,,,,,
Higurashi no Naku Koro ni Kai: Minagoroshi-hen,finished,https://media.kitsu.io/manga/poster_images/19081/large.jpg?1597699470,25,6,80.22,617,"The “Curse Killing Arc” . . . The “Time Killing Arc” . . . As each incarnation of the terrible events in Hinamizawa unfolds, Rika Furude must watch as her friends descend into madness and despair, knowing the only fate that awaits her is death. With the unique ability to see all of these worlds, Rika desperately searches for the common links between them, which will help her break the cycle and give her and her friends a happy future beyond June 1983. But with less than a month before the cotton drifting in her current life, will Rika be able to change destiny in time?

(Source: Yen Press)","['mystery', 'psychological', 'horror', 'drama']"
,,,,,,,,
Koten-bu Series,ongoing,https://media.kitsu.io/manga/poster_images/13107/large.jpg?1434278086,,0,80.21,781,"Oreki Houtarou is a self-proclaimed ""energy-saver"" - that is, he will not actively waste energy doing things that aren't necessary. Though he had no interest whatsoever in joining any clubs upon entering Kamiyama High School, he was commanded by his older sister Tomoka to enter the school's Classics Club, which was in danger of getting abolished as all previous members have graduated. Together with his old friends Fukube Satoshi and Ibara Mayaka, as well as the elegantly ladylike and curiously inquisitive Chitanda Eru, the newly reformed Classics Club find themselves involved in all sorts of mystery-solving escapades. Houtarou soon finds out that the Classics Club, as Tomoka has promised, is actually ""quite interesting"".
(Source: Baka-Tsuki)","['mystery', 'school', 'adventure']"
,,,,,,,,
Koten-bu Series,ongoing,https://media.kitsu.io/manga/poster_images/13107/large.jpg?1434278086,,0,80.21,781,"Oreki Houtarou is a self-proclaimed ""energy-saver"" - that is, he will not actively waste energy doing things that aren't necessary. Though he had no interest whatsoever in joining any clubs upon entering Kamiyama High School, he was commanded by his older sister Tomoka to enter the school's Classics Club, which was in danger of getting abolished as all previous members have graduated. Together with his old friends Fukube Satoshi and Ibara Mayaka, as well as the elegantly ladylike and curiously inquisitive Chitanda Eru, the newly reformed Classics Club find themselves involved in all sorts of mystery-solving escapades. Houtarou soon finds out that the Classics Club, as Tomoka has promised, is actually ""quite interesting"".
(Source: Baka-Tsuki)","['mystery', 'school', 'adventure']"
,,,,,,,,
Yukarism,finished,https://media.kitsu.io/manga/poster_images/14224/large.jpg?1434280587,17,4,80.21,307,"""Yukarism"" is the story of a young man named ""Yukari"" who is born with the memories of his past life and so at the tender age of 17,  he is an Edo period novelist.  Yukari ""meets cute"" with Mahoro on the first day of the new school term and Yukari has the sense that even though he's never met Mahoro, he knows her...and from there, their story of the past and the present begins.
(Source: Omari's Sister's Anime & Manga Blog)","['supernatural', 'historical', 'gender-bender', 'drama', 'romance', 'action']"
,,,,,,,,
Yukarism,finished,https://media.kitsu.io/manga/poster_images/14224/large.jpg?1434280587,17,4,80.21,307,"""Yukarism"" is the story of a young man named ""Yukari"" who is born with the memories of his past life and so at the tender age of 17,  he is an Edo period novelist.  Yukari ""meets cute"" with Mahoro on the first day of the new school term and Yukari has the sense that even though he's never met Mahoro, he knows her...and from there, their story of the past and the present begins.
(Source: Omari's Sister's Anime & Manga Blog)","['supernatural', 'historical', 'gender-bender', 'drama', 'romance', 'action']"
,,,,,,,,
Hana ni Arashi,finished,https://media.kitsu.io/manga/poster_images/16431/large.jpg?1434285444,11,2,80.21,840,"Even though her body has unusual ability, Kunimi Riko is still (trying to be) a normal high school girl. One day, a guy suddenly came to see her. He's Tachibana Ran, the heir of the world leading super millionaire Tachibana family! A high tension romance between Ran, who suddenly proposed, and Riko, who turned him down. (Source: Royal Alliance) 
Included one-shots:
Volume 1: Jikou Kokyuu No Hitsuyou
Volume 2: Fureru Ondo","['comedy', 'shoujo-ai', 'romance']"
,,,,,,,,
Koten-bu Series,ongoing,https://media.kitsu.io/manga/poster_images/13107/large.jpg?1434278086,,0,80.21,781,"Oreki Houtarou is a self-proclaimed ""energy-saver"" - that is, he will not actively waste energy doing things that aren't necessary. Though he had no interest whatsoever in joining any clubs upon entering Kamiyama High School, he was commanded by his older sister Tomoka to enter the school's Classics Club, which was in danger of getting abolished as all previous members have graduated. Together with his old friends Fukube Satoshi and Ibara Mayaka, as well as the elegantly ladylike and curiously inquisitive Chitanda Eru, the newly reformed Classics Club find themselves involved in all sorts of mystery-solving escapades. Houtarou soon finds out that the Classics Club, as Tomoka has promised, is actually ""quite interesting"".
(Source: Baka-Tsuki)","['mystery', 'school', 'adventure']"
,,,,,,,,
Sengoku Youko,finished,https://media.kitsu.io/manga/poster_images/16482/large.jpg?1495905779,100,17,80.2,1113,"""Stop your evil deeds and take the right path!"" That is the creed of Youko Tama and her younger step brother, Jinka Sendou. The two demon siblings travel the country to stop the deeds of all evil doers, along with a scaredy cat swordsman they picked up along the way, Hyoudou Shinsuke. Their travels lie with many twists and turns, as well as wacky characters they'll meet along the way.

(Source: MU)","['demons', 'drama', 'action', 'adventure']"
,,,,,,,,
Hotarubi no Mori e,finished,https://media.kitsu.io/manga/poster_images/7133/large.jpg?1503029956,4,1,80.19,1518,"A collection of four one shots, one for each season.
1) Overhearing a Flower Song
2) Into the Forest of Fireflies' Light (Hotaru no Mori E)
3) The Fallling of Autumn Leaves
4) Deepening the Scar
(Source: MU)","['shoujo-ai', 'drama', 'romance']"
,,,,,,,,
Koukou Debut,finished,https://media.kitsu.io/manga/poster_images/1343/large.jpg?1434252205,62,15,80.19,3023,"Haruna Nagashima gave her all to softball in middle school, and now that she's made her high school debut she's decided to give her all for a new goal. Getting a boyfriend and falling in love! 
However, she has one small problem. Since she never paid any attention to fashion or trend in middle school she has no idea how to go about attracting her yet-to-be-found love. But a chance encounter with with Yoh Komiyama provides her with the opportunity she needs. If he coaches her in how to become attractive, surely she can find herself a boyfriend! 
(Source: Boku-Tachi)
The last volume, Koukou Debut -Enrenhen-, contains oneshots and side-stories of the series.","['comedy', 'school', 'slice-of-life', 'drama', 'romance']"
,,,,,,,,
"Leveling Up, by Only Eating!",ongoing,https://media.kitsu.io/manga/poster_images/56325/large.jpg?1589216963,,,80.19,413,"The main character is stricken by a rare condition that affects only two people in the entire world, bulimic deficiency.
He organizes his daily meals to survive, but his hope of survival grows dimmer as the days go by.
He consults a doctor, who suggests playing the Alternate Reality Game 'Athens', where he can eat as must as he wants without gaining any weight.
He plays the game to save his life and grow in strength by doing nothing but eating!
A Gourmet Fantasy Life!

(Source: MU)",['none']
,,,,,,,,
Short Cake Cake,ongoing,https://media.kitsu.io/manga/poster_images/36725/large.jpg?1475627629,,0,80.19,484,"Ten is a high school girl moving into a boarding house. There she meets tenants which are quite out of the norm or so she thought. The feeling of excitement is about to start.

(Source: MU)",['romance']
,,,,,,,,
Kingyosou,finished,https://media.kitsu.io/manga/poster_images/10604/large.jpg?1434272400,8,2,80.18,546,"During springtime in their second year of high school, Asuka fell in love with Masami after seeing him play the Harmony Drums during the festival. However, Masami is deaf, and in his own soundless world, he has closed his heart. With this, their miraculous but painful love quietly begins. A pure midsummer love story that will warm your heart. Fujitsuka Yuki's long awaited debut comic!
(Souce: Manga Abyss)","['shoujo-ai', 'drama', 'romance']"
,,,,,,,,
Attack on Titan: No Regrets,finished,https://media.kitsu.io/manga/poster_images/18567/large.jpg?1434290265,8,2,80.18,2738,"The manga will center around Levi's and Erwin's past.
ARIA's preview image for the new manga also features a silhouette of Levi, and the tagline notes: ""How will a thug from the royal capital be able to walk forward alongside humanity's strongest!?""","['supernatural', 'fantasy', 'action']"
